store,week_start,department,sku,name,pack_size,price,price_unit,unit_price,unit_price_label,save_amount,price_text,save_text,labels,is_featured,product_url
blue-oaks,2026-09-23,produce,94022,Organic Red or Green Seedless Grapes,,2.99,lb,0.1869,$0.19/oz,2,$2.99/lb.,Save $2/lb.,California Grown; Organic,yes,https://www.nuggetmarket.com/specials/produce/94022/
blue-oaks,2026-09-23,kitchen,22168800000,Chicken Pot Pie,,9.99,ea,,,,$9.99/ea.,,Scratch-Made,yes,https://www.nuggetmarket.com/specials/kitchen/22168800000/
blue-oaks,2026-09-23,produce,3110,Cara Cara Navel Oranges,,1.99,lb,0.1244,$0.12/oz,1,$1.99/lb.,Save $1/lb.,,no,https://www.nuggetmarket.com/specials/produce/3110/
blue-oaks,2026-09-23,produce,3440,Extra Large Pomegranates,,5.99,ea,,,1,$5.99/ea.,Save $1/ea.,California Grown,no,https://www.nuggetmarket.com/specials/produce/3440/
blue-oaks,2026-09-23,produce,4381,Blood Oranges,,3.49,lb,0.2181,$0.22/oz,0.5,$3.49/lb.,Save 50¢/lb.,,no,https://www.nuggetmarket.com/specials/produce/4381/
blue-oaks,2026-09-23,produce,93277,Organic Baby Broccoli,,2.99,ea,,,1,$2.99/ea.,Save $1/ea.,California Grown; Organic,no,https://www.nuggetmarket.com/specials/produce/93277/
blue-oaks,2026-09-23,produce,94225,Organic Avocados,,2.5,ea,,,0.49,2/$5,Save 98¢ on 2,Organic,no,https://www.nuggetmarket.com/specials/produce/94225/
blue-oaks,2026-09-23,produce,94759,Organic Butternut Squash,,1.49,lb,0.0931,$0.093/oz,1,$1.49/lb.,Save $1/lb.,Local; Organic,no,https://www.nuggetmarket.com/specials/produce/94759/
blue-oaks,2026-09-23,produce,73735,Granny Smith Apples,,1.99,lb,0.1244,$0.12/oz,1,$1.99/lb.,Save $1/lb.,,no,https://www.nuggetmarket.com/specials/produce/73735/
blue-oaks,2026-09-23,produce,4131,Fuji Apples,,1.99,lb,0.1244,$0.12/oz,1,$1.99/lb.,Save $1/lb.,,no,https://www.nuggetmarket.com/specials/produce/4131/
blue-oaks,2026-09-23,produce,73873,Strawberries,,4.99,ea,,,1,$4.99,Save $1,California Grown,no,https://www.nuggetmarket.com/specials/produce/73873/
blue-oaks,2026-09-23,produce,94079,Organic Cauliflower,,3.99,ea,,,2,$3.99/ea.,Save $2/ea.,California Grown; Organic,no,https://www.nuggetmarket.com/specials/produce/94079/
