store,week_start,department,sku,name,pack_size,price,price_unit,unit_price,unit_price_label,save_amount,price_text,save_text,labels,is_featured,product_url
blue-oaks,2026-08-26,produce,3035,White Peaches or Nectarines,,3.99,lb,0.2494,$0.25/oz,1,$3.99/lb.,Save $1/lb.,California Grown,yes,https://www.nuggetmarket.com/specials/produce/3035/
blue-oaks,2026-08-26,specialty-cheese,23353700000,Vlaskaas,,21.99,lb,1.3744,$1.37/oz,2,$21.99/lb.,Save $2/lb.,Imported,yes,https://www.nuggetmarket.com/specials/specialty-cheese/23353700000/
blue-oaks,2026-08-26,kitchen,22445700000,Roasted Tomato & Pesto Polenta,,12.99,lb,0.8119,$0.81/oz,,$12.99/lb.,,Vegetarian; Scratch-Made,yes,https://www.nuggetmarket.com/specials/kitchen/22445700000/
blue-oaks,2026-08-26,staples,19928475899,Azteca Enchilada Sauce,24 OZ. jar,4.99,ea,0.2079,$0.21/oz,3,$4.99,Save $3,,yes,https://www.nuggetmarket.com/specials/staples/19928475899/
blue-oaks,2026-08-26,staples,61721592756,Baba Pita Chips,7 OZ. package,3,ea,0.4286,$0.43/oz,4.99,2/$6,Save $9.98 on 2,Low Sodium,yes,https://www.nuggetmarket.com/specials/staples/61721592756/
blue-oaks,2026-08-26,staples,85027400749,C2O Coconut Water Hydration Pack,8 PK. cans,7.99,ea,0.9988,$1.00/ct,5,$7.99+crv,Save $5,Non GMO,yes,https://www.nuggetmarket.com/specials/staples/85027400749/
blue-oaks,2026-08-26,produce,3094,Moon Drop Grapes,,4.99,lb,0.3119,$0.31/oz,1,$4.99/lb.,Save $1/lb.,California Grown,no,https://www.nuggetmarket.com/specials/produce/3094/
blue-oaks,2026-08-26,produce,3110,Cara Cara Navel Oranges,,2.49,lb,0.1556,$0.16/oz,0.5,$2.49/lb.,Save 50¢/lb.,,no,https://www.nuggetmarket.com/specials/produce/3110/
blue-oaks,2026-08-26,produce,3501,Tear Drop Seedless Grapes,,5.99,lb,0.3744,$0.37/oz,1,$5.99/lb.,Save $1/lb.,California Grown,no,https://www.nuggetmarket.com/specials/produce/3501/
blue-oaks,2026-08-26,produce,93114,Organic Extra Large Keitt Mangos,,4.99,ea,,,2,$4.99/ea.,Save $2/ea.,California Grown; Organic,no,https://www.nuggetmarket.com/specials/produce/93114/
blue-oaks,2026-08-26,produce,94075,"Organic Red Leaf, Green Leaf or Romaine Lettuce",,2.99,ea,,,1,$2.99/ea.,Save $1/ea.,Organic,no,https://www.nuggetmarket.com/specials/produce/94075/
blue-oaks,2026-08-26,produce,94805,Organic Early Girl Tomatoes,,4.99,lb,0.3119,$0.31/oz,1,$4.99/lb.,Save $1/lb.,California Grown; Organic,no,https://www.nuggetmarket.com/specials/produce/94805/
blue-oaks,2026-08-26,produce,73873,Strawberries,,4.99,ea,,,1,$4.99,Save $1,California Grown,no,https://www.nuggetmarket.com/specials/produce/73873/
blue-oaks,2026-08-26,meat,1382-508,USDA Choice Filet Mignon,,32.99,lb,2.0619,$2.06/oz,5,$32.99/lb.,Save $5/lb.,,no,https://www.nuggetmarket.com/specials/meat/1382-508/
blue-oaks,2026-08-26,meat,2724179330,Pacific White Shrimp,,24.99,ea,,,5,$24.99,Save $5,,no,https://www.nuggetmarket.com/specials/meat/2724179330/
blue-oaks,2026-08-26,meat,7274506369,Ground Chicken,,4.99,ea,,,2,$4.99,Save $2,,no,https://www.nuggetmarket.com/specials/meat/7274506369/
blue-oaks,2026-08-26,meat,20010500000,Pure Air‑Chilled Whole Chickens,,2.29,lb,0.1431,$0.14/oz,0.2,$2.29/lb.,Save 20¢/lb.,,no,https://www.nuggetmarket.com/specials/meat/20010500000/
blue-oaks,2026-08-26,meat,20062300000,Organic Thin-Sliced Boneless & Skinless Chicken Breasts,,8.99,lb,0.5619,$0.56/oz,3,$8.99/lb.,Save $3/lb.,Local; Organic,no,https://www.nuggetmarket.com/specials/meat/20062300000/
blue-oaks,2026-08-26,meat,20089100000,Organic Boneless & Skinless Chicken Breasts,,8.99,lb,0.5619,$0.56/oz,3,$8.99/lb.,Save $3/lb.,Local; Organic,no,https://www.nuggetmarket.com/specials/meat/20089100000/
blue-oaks,2026-08-26,meat,20222900000,Top Sirloin Steaks,,15.99,lb,0.9994,$1.00/oz,3,$15.99/lb.,Save $3/lb.,,no,https://www.nuggetmarket.com/specials/meat/20222900000/
blue-oaks,2026-08-26,meat,20245100000,Grass-Fed Beef Boneless Short Ribs,,13.99,lb,0.8744,$0.87/oz,3,$13.99/lb.,Save $3/lb.,Local,no,https://www.nuggetmarket.com/specials/meat/20245100000/
blue-oaks,2026-08-26,meat,20338800000,Pork Tenderloin,,5.99,lb,0.3744,$0.37/oz,3,$5.99/lb.,Save $3/lb.,,no,https://www.nuggetmarket.com/specials/meat/20338800000/
blue-oaks,2026-08-26,meat,20900400000,Prawns,,12.99,lb,0.8119,$0.81/oz,3,$12.99/lb.,Save $3/lb.,,no,https://www.nuggetmarket.com/specials/meat/20900400000/
blue-oaks,2026-08-26,meat,20903700000,Swordfish Steaks,,16.99,lb,1.0619,$1.06/oz,3,$16.99/lb.,Save $3/lb.,,no,https://www.nuggetmarket.com/specials/meat/20903700000/
blue-oaks,2026-08-26,meat,81836002618,Ground Beef,,13.99,ea,,,1,$13.99,Save $1,,no,https://www.nuggetmarket.com/specials/meat/81836002618/
blue-oaks,2026-08-26,meat,81836002813,Grass Fed Primal Ancestral Ground Beef,,12.99,ea,,,2,$12.99/ea.,Save $2/ea.,,no,https://www.nuggetmarket.com/specials/meat/81836002813/
blue-oaks,2026-08-26,meat,9041-567,New Zealand King Salmon Fillets,,29.99,lb,1.8744,$1.87/oz,3,$29.99/lb.,Save $3/lb.,,no,https://www.nuggetmarket.com/specials/meat/9041-567/
blue-oaks,2026-08-26,staples,7373107121,Mission Soft Taco Tortillas,,4.99,ea,,,3,$4.99,Save $3,,no,https://www.nuggetmarket.com/specials/staples/7373107121/
blue-oaks,2026-08-26,staples,980089525,Nutella Spread,,9.99,ea,,,3,$9.99,Save $3,,no,https://www.nuggetmarket.com/specials/staples/980089525/
blue-oaks,2026-08-26,staples,7102210085,Marani Tropical Mango,,5.99,ea,,,2.5,$5.99,Save $2.50,,no,https://www.nuggetmarket.com/specials/staples/7102210085/
blue-oaks,2026-08-26,staples,7357522104,Mizkan Mirin Sweet Cooking Seasoning,,2.49,ea,,,1.7,$2.49,Save $1.70,,no,https://www.nuggetmarket.com/specials/staples/7357522104/
blue-oaks,2026-08-26,staples,19685289096,Two River Mushroom Broth,,5.99,ea,,,5,$5.99,Save $5,,no,https://www.nuggetmarket.com/specials/staples/19685289096/
blue-oaks,2026-08-26,staples,63256500002,Fiji Water,,2,ea,,,0.79,2/$4+crv,Save $1.58 on 2,Imported,no,https://www.nuggetmarket.com/specials/staples/63256500002/
blue-oaks,2026-08-26,staples,85001436972,Beanvivo Organic Salad Protein Booster,,2.5,ea,,,1.99,2/$5,Save $3.98 on 2,Organic; Vegan,no,https://www.nuggetmarket.com/specials/staples/85001436972/
blue-oaks,2026-08-26,staples,86000062080,Chlorophyll Spring Water,,3,ea,,,2.49,2/$6+crv,Save $4.98 on 2,,no,https://www.nuggetmarket.com/specials/staples/86000062080/
blue-oaks,2026-08-26,staples,87902600038,Bono Organic Spanish Extra Virgin Olive Oil,,8.99,ea,,,8,$8.99,Save $8,Organic,no,https://www.nuggetmarket.com/specials/staples/87902600038/
blue-oaks,2026-08-26,staples,85003453880,Kuze Fuku & Sons Yuzu Cocktail Syrup,,9.99,ea,,,7,$9.99,Save $7,,no,https://www.nuggetmarket.com/specials/staples/85003453880/
blue-oaks,2026-08-26,dairy,3,Three Trees Alternative Milk,,4.99,ea,,,2.5,$4.99+crv,Save $2.50,Local; Organic; Vegan,no,https://www.nuggetmarket.com/specials/dairy/3+TREES+32/
blue-oaks,2026-08-26,adult-beverages,7262002030,Pabst Blue Ribbon or Rainier 12‑Packs,,9.99,ea,,,5,$9.99+crv,Save up to $5,,no,https://www.nuggetmarket.com/specials/adult-beverages/7262002030/
blue-oaks,2026-08-26,adult-beverages,8175383391,Whispering Angel Rosé,,19.99,ea,,,20,$19.99+crv,Save $20,,no,https://www.nuggetmarket.com/specials/adult-beverages/8175383391/
blue-oaks,2026-08-26,adult-beverages,61994700001,Tito’s Handmade Vodka,,21.99,ea,,,10,$21.99+crv,Save $10,Gluten Free,no,https://www.nuggetmarket.com/specials/adult-beverages/61994700001/
blue-oaks,2026-08-26,adult-beverages,64158635251,Pierre Brevin Touraine Sauvignon Blanc,,8.99,ea,,,9,$8.99+crv,Save $9,,no,https://www.nuggetmarket.com/specials/adult-beverages/64158635251/
blue-oaks,2026-08-26,adult-beverages,68992610010,Pizza Port Brewing Co. 6‑Packs,,11.99,ea,,,4,$11.99+crv,Save $4,,no,https://www.nuggetmarket.com/specials/adult-beverages/68992610010/
blue-oaks,2026-08-26,adult-beverages,70343200041,Napa Cuvée Cabernet Sauvignon,,12.99,ea,,,17,$12.99+crv,Save $17,,no,https://www.nuggetmarket.com/specials/adult-beverages/70343200041/
blue-oaks,2026-08-26,adult-beverages,85955100119,Matchbook Rosé of Tempranillo,,9.99,ea,,,7,$9.99+crv,Save $7,,no,https://www.nuggetmarket.com/specials/adult-beverages/85955100119/
blue-oaks,2026-08-26,adult-beverages,87964900095,Papa Roc Red Wine,,9.99,ea,,,10,$9.99+crv,Save $10,,no,https://www.nuggetmarket.com/specials/adult-beverages/87964900095/
blue-oaks,2026-08-26,specialty-cheese,23342500000,Jarlsberg,,16.99,lb,1.0619,$1.06/oz,2,$16.99/lb.,Save $2/lb.,,no,https://www.nuggetmarket.com/specials/specialty-cheese/23342500000/
blue-oaks,2026-08-26,specialty-cheese,68765219110,Feta,,9.99,ea,,,1,$9.99,Save $1,Local,no,https://www.nuggetmarket.com/specials/specialty-cheese/68765219110/
blue-oaks,2026-08-26,specialty-cheese,0770736354020,Mozzarella di Bufala,,9.99,ea,,,1.5,$9.99,Save $1.50,Imported; Vegetarian,no,https://www.nuggetmarket.com/specials/specialty-cheese/0770736354020/
blue-oaks,2026-08-26,specialty-cheese,0770736354401,Bomba Basil,,11.99,ea,,,2,$11.99,Save $2,Imported,no,https://www.nuggetmarket.com/specials/specialty-cheese/0770736354401/
blue-oaks,2026-08-26,bakery,6,Variety Bagels,,9.99,ea,,,1,$9.99,Save $1,Scratch-Made,no,https://www.nuggetmarket.com/specials/bakery/6+COUNT/
blue-oaks,2026-08-26,coffee-bar,1560,Cocoa Hojicha Iced Latte,,5.35,ea,,,1.5,$5.35,Save $1.50,,no,https://www.nuggetmarket.com/specials/coffee-bar/1560/
blue-oaks,2026-08-26,kitchen,22185600000,Thai Sesame Quinoa Bowl,,8.99,ea,,,,$8.99/ea.,,Vegetarian; Scratch-Made,no,https://www.nuggetmarket.com/specials/kitchen/22185600000/
blue-oaks,2026-08-26,kitchen,22113400000,Beechwood Ham,,15.99,lb,0.9994,$1.00/oz,1,$15.99/lb.,Save $1/lb.,Gluten Free,no,https://www.nuggetmarket.com/specials/kitchen/22113400000/
blue-oaks,2026-08-26,kitchen,22119000000,Naturally Smoked Artisan Turkey Breast,,18.99,lb,1.1869,$1.19/oz,1,$18.99/lb.,Save $1/lb.,Gluten Free,no,https://www.nuggetmarket.com/specials/kitchen/22119000000/
blue-oaks,2026-08-26,kitchen,22155200000,Monterey Jack Cheese,,11.49,lb,0.7181,$0.72/oz,0.5,$11.49/lb.,Save 50¢/lb.,Gluten Free,no,https://www.nuggetmarket.com/specials/kitchen/22155200000/
blue-oaks,2026-08-26,kitchen,22155400000,Mesquite Smoked Turkey,,15.99,lb,0.9994,$1.00/oz,1,$15.99/lb.,Save $1/lb.,Gluten Free,no,https://www.nuggetmarket.com/specials/kitchen/22155400000/
blue-oaks,2026-08-26,kitchen,88112245090,Spicy Salmon Sushi Roll,,7.75,ea,,,1,$7.75/ea.,Save $1/ea.,Scratch-Made,no,https://www.nuggetmarket.com/specials/kitchen/88112245090/
blue-oaks,2026-08-26,kitchen,88112245094,Spicy Shrimp Sushi Roll,,7.75,ea,,,1,$7.75/ea.,Save $1/ea.,Scratch-Made,no,https://www.nuggetmarket.com/specials/kitchen/88112245094/
blue-oaks,2026-08-26,kitchen,22174700000,Fire Roasted Corn & Tomato Salad,,12.99,lb,0.8119,$0.81/oz,,$12.99/lb.,,Vegetarian; Scratch-Made,no,https://www.nuggetmarket.com/specials/kitchen/22174700000/
blue-oaks,2026-08-26,kitchen,22239900000,Classic Deviled Eggs,,14.99,ea,,,,$14.99,,Scratch-Made,no,https://www.nuggetmarket.com/specials/kitchen/22239900000/
blue-oaks,2026-08-26,floral,3013400701,"3"" Succulent In Hanging Ceramic",,7,ea,,,1,$7/ea.,Save $1/ea.,,no,https://www.nuggetmarket.com/specials/floral/3013400701/
