store,week_start,department,sku,name,pack_size,price,price_unit,unit_price,unit_price_label,save_amount,price_text,save_text,labels,is_featured,product_url
blue-oaks,2026-08-19,specialty-cheese,0770736354020,Mozzarella di Bufala,7 OZ. tub,9.99,ea,1.4271,$1.43/oz,1.5,$9.99,Save $1.50,Imported; Vegetarian,yes,https://www.nuggetmarket.com/specials/specialty-cheese/0770736354020/
blue-oaks,2026-08-19,produce,4036,Yellow Peaches or Nectarines,,3.99,lb,0.2494,$0.25/oz,1,$3.99/lb.,Save $1/lb.,California Grown,no,https://www.nuggetmarket.com/specials/produce/4036/
blue-oaks,2026-08-19,produce,4045,Red Cherries,,7.99,lb,0.4994,$0.50/oz,2,$7.99/lb.,Save $2/lb.,,no,https://www.nuggetmarket.com/specials/produce/4045/
blue-oaks,2026-08-19,produce,4436,Italian Prunes,,2.49,lb,0.1556,$0.16/oz,0.5,$2.49/lb.,Save 50¢/lb.,,no,https://www.nuggetmarket.com/specials/produce/4436/
blue-oaks,2026-08-19,produce,93114,Organic Extra Large Keitt Mangos,,5.99,ea,,,1,$5.99/ea.,Save $1/ea.,California Grown; Organic,no,https://www.nuggetmarket.com/specials/produce/93114/
blue-oaks,2026-08-19,produce,94225,Organic Avocados,,2.49,ea,,,0.5,$2.49/ea.,Save 50¢/ea.,Organic,no,https://www.nuggetmarket.com/specials/produce/94225/
blue-oaks,2026-08-19,produce,94409,Organic Bartlett Pears,,2.49,lb,0.1556,$0.16/oz,0.5,$2.49/lb.,Save 50¢/lb.,Local; Organic,no,https://www.nuggetmarket.com/specials/produce/94409/
blue-oaks,2026-08-19,produce,94712,Organic Shishito Peppers,,4.99,ea,,,1,$4.99,Save $1,Local; Organic,no,https://www.nuggetmarket.com/specials/produce/94712/
blue-oaks,2026-08-19,produce,94722,Organic Mixed Peppers,,4.99,lb,0.3119,$0.31/oz,1,$4.99/lb.,Save $1/lb.,Local; Organic,no,https://www.nuggetmarket.com/specials/produce/94722/
blue-oaks,2026-08-19,produce,94805,Organic Early Girl Tomatoes,,4.99,lb,0.3119,$0.31/oz,1,$4.99/lb.,Save $1/lb.,California Grown; Organic,no,https://www.nuggetmarket.com/specials/produce/94805/
blue-oaks,2026-08-19,produce,74977,Black Seedless Watermelons,,9.99,ea,,,3,$9.99/ea.,Save $3/ea.,Local,no,https://www.nuggetmarket.com/specials/produce/74977/
blue-oaks,2026-08-19,produce,73836,Blueberries,,4.99,ea,,,1,$4.99,Save $1,,no,https://www.nuggetmarket.com/specials/produce/73836/
blue-oaks,2026-08-19,meat,7274506369,Ground Chicken,,4.99,ea,,,2,$4.99,Save $2,,no,https://www.nuggetmarket.com/specials/meat/7274506369/
blue-oaks,2026-08-19,meat,20017300000,"Pure Air‑Chilled Bone‑In Chicken Thighs, Value Pack",,3.49,lb,0.2181,$0.22/oz,1.5,$3.49/lb.,Save $1.50/lb.,,no,https://www.nuggetmarket.com/specials/meat/20017300000/
blue-oaks,2026-08-19,meat,20062000000,Organic Chicken Party Wings,,4.99,lb,0.3119,$0.31/oz,2,$4.99/lb.,Save $2/lb.,Local; Organic,no,https://www.nuggetmarket.com/specials/meat/20062000000/
blue-oaks,2026-08-19,meat,20089300000,Organic Chicken Drumsticks,,2.99,lb,0.1869,$0.19/oz,1.5,$2.99/lb.,Save $1.50/lb.,Local; Organic,no,https://www.nuggetmarket.com/specials/meat/20089300000/
blue-oaks,2026-08-19,meat,20161000000,Party Wings,,5.49,lb,0.3431,$0.34/oz,0.8,$5.49/lb.,Save 80¢/lb.,,no,https://www.nuggetmarket.com/specials/meat/20161000000/
blue-oaks,2026-08-19,meat,20245000000,Grass‑Fed Beef Flap Meat,,14.99,lb,0.9369,$0.94/oz,2,$14.99/lb.,Save $2/lb.,,no,https://www.nuggetmarket.com/specials/meat/20245000000/
blue-oaks,2026-08-19,meat,20503600000,True Cod Fillets,,14.99,lb,0.9369,$0.94/oz,3,$14.99/lb.,Save $3/lb.,,no,https://www.nuggetmarket.com/specials/meat/20503600000/
blue-oaks,2026-08-19,meat,20534500000,Wagyu Top Sirloin,,13.99,lb,0.8744,$0.87/oz,3,$13.99/lb.,Save $3/lb.,,no,https://www.nuggetmarket.com/specials/meat/20534500000/
blue-oaks,2026-08-19,meat,20901300000,Peeled & Deveined Prawns,,12.99,lb,0.8119,$0.81/oz,4,$12.99/lb.,Save $4/lb.,,no,https://www.nuggetmarket.com/specials/meat/20901300000/
blue-oaks,2026-08-19,meat,81836002068,Grass‑Fed Beef Liver,,5.99,ea,,,2,$5.99/ea.,Save $2/ea.,,no,https://www.nuggetmarket.com/specials/meat/81836002068/
blue-oaks,2026-08-19,meat,81836002085,Steakhouse Blend Burger Patties,,17.99,ea,,,1,$17.99,Save $1,,no,https://www.nuggetmarket.com/specials/meat/81836002085/
blue-oaks,2026-08-19,meat,81836002679,Grass-Fed Sirloin Steaks,,11.99,ea,,,2,$11.99/ea.,Save $2/ea.,,no,https://www.nuggetmarket.com/specials/meat/81836002679/
blue-oaks,2026-08-19,meat,20908800000,Coho Salmon Fillets,,15.99,lb,0.9994,$1.00/oz,2,$15.99/lb.,Save $2/lb.,,no,https://www.nuggetmarket.com/specials/meat/20908800000/
blue-oaks,2026-08-19,staples,4124400643,Martinelli’s Organic Apple Juice,,7.99,ea,,,3,$7.99+crv,Save $3,Organic,no,https://www.nuggetmarket.com/specials/staples/4124400643/
blue-oaks,2026-08-19,staples,5965422222,Blue Monkey Organic Pure Coconut Water,,3,ea,,,2.99,2/$6,Save $5.98 on 2,Organic; Non GMO,no,https://www.nuggetmarket.com/specials/staples/5965422222/
